;SimulationStep;Cycle Step;Cycle;Origin;Destination;Total;age: [children];age: [young];age: [adults];age: [elders];occupation: [idle];occupation: [student];occupation: [worker]
972;5;5;0;Praia de Belas;Rio Branco;0;0;0;0;0;0;0;0
973;5;5;0;Praia de Belas;Santa Cecília;0;0;0;0;0;0;0;0
974;5;5;0;Praia de Belas;Santana;0;0;0;0;0;0;0;0
975;5;5;0;Rio Branco;Azenha;0;0;0;0;0;0;0;0
976;5;5;0;Rio Branco;Bom Fim;2;0;1;1;0;1;0;1
977;5;5;0;Rio Branco;Centro;1;0;1;0;0;0;1;0
978;5;5;0;Rio Branco;Cidade Baixa;0;0;0;0;0;0;0;0
979;5;5;0;Rio Branco;Farroupilha;0;0;0;0;0;0;0;0
980;5;5;0;Rio Branco;Floresta;0;0;0;0;0;0;0;0
981;5;5;0;Rio Branco;Independência;0;0;0;0;0;0;0;0
982;5;5;0;Rio Branco;Menino Deus;1;0;0;1;0;0;0;1
983;5;5;0;Rio Branco;Moinhos de Vento;1;0;0;1;0;0;0;1
984;5;5;0;Rio Branco;Praia de Belas;0;0;0;0;0;0;0;0
985;5;5;0;Rio Branco;Rio Branco;16;0;4;10;2;5;4;7
986;5;5;0;Rio Branco;Santa Cecília;1;0;0;1;0;1;0;0
987;5;5;0;Rio Branco;Santana;1;0;1;0;0;1;0;0
988;5;5;0;Santa Cecília;Azenha;0;0;0;0;0;0;0;0
989;5;5;0;Santa Cecília;Bom Fim;0;0;0;0;0;0;0;0
990;5;5;0;Santa Cecília;Centro;1;0;1;0;0;0;0;1
991;5;5;0;Santa Cecília;Cidade Baixa;0;0;0;0;0;0;0;0
992;5;5;0;Santa Cecília;Farroupilha;0;0;0;0;0;0;0;0
993;5;5;0;Santa Cecília;Floresta;0;0;0;0;0;0;0;0
994;5;5;0;Santa Cecília;Independência;0;0;0;0;0;0;0;0
995;5;5;0;Santa Cecília;Menino Deus;1;0;0;0;1;0;1;0
996;5;5;0;Santa Cecília;Moinhos de Vento;0;0;0;0;0;0;0;0
997;5;5;0;Santa Cecília;Praia de Belas;0;0;0;0;0;0;0;0
998;5;5;0;Santa Cecília;Rio Branco;1;0;1;0;0;1;0;0
999;5;5;0;Santa Cecília;Santa Cecília;6;0;1;2;3;2;2;2
1000;5;5;0;Santa Cecília;Santana;2;0;0;2;0;1;1;0
1001;5;5;0;Santana;Azenha;1;0;0;1;0;0;1;0
1002;5;5;0;Santana;Bom Fim;0;0;0;0;0;0;0;0
1003;5;5;0;Santana;Centro;1;0;0;1;0;1;0;0
1004;5;5;0;Santana;Cidade Baixa;0;0;0;0;0;0;0;0
1005;5;5;0;Santana;Farroupilha;0;0;0;0;0;0;0;0
1006;5;5;0;Santana;Floresta;0;0;0;0;0;0;0;0
1007;5;5;0;Santana;Independência;0;0;0;0;0;0;0;0
1008;5;5;0;Santana;Menino Deus;1;0;0;0;1;0;0;1
1009;5;5;0;Santana;Moinhos de Vento;0;0;0;0;0;0;0;0
1010;5;5;0;Santana;Praia de Belas;0;0;0;0;0;0;0;0
1011;5;5;0;Santana;Rio Branco;1;0;1;0;0;0;0;1
1012;5;5;0;Santana;Santa Cecília;1;0;0;1;0;0;0;1
1013;5;5;0;Santana;Santana;17;0;4;10;3;1;1;15
1014;6;6;0;Azenha;Azenha;9;0;3;5;1;3;3;3
1015;6;6;0;Azenha;Bom Fim;0;0;0;0;0;0;0;0
1016;6;6;0;Azenha;Centro;1;0;1;0;0;0;0;1
1017;6;6;0;Azenha;Cidade Baixa;0;0;0;0;0;0;0;0
1018;6;6;0;Azenha;Farroupilha;0;0;0;0;0;0;0;0
1019;6;6;0;Azenha;Floresta;0;0;0;0;0;0;0;0
1020;6;6;0;Azenha;Independência;0;0;0;0;0;0;0;0
1021;6;6;0;Azenha;Menino Deus;3;0;0;3;0;0;0;3
1022;6;6;0;Azenha;Moinhos de Vento;0;0;0;0;0;0;0;0
1023;6;6;0;Azenha;Praia de Belas;0;0;0;0;0;0;0;0
1024;6;6;0;Azenha;Rio Branco;0;0;0;0;0;0;0;0
1025;6;6;0;Azenha;Santa Cecília;0;0;0;0;0;0;0;0
1026;6;6;0;Azenha;Santana;1;0;1;0;0;0;0;1
1027;6;6;0;Bom Fim;Azenha;0;0;0;0;0;0;0;0
1028;6;6;0;Bom Fim;Bom Fim;8;0;2;6;0;4;1;3
1029;6;6;0;Bom Fim;Centro;1;0;0;1;0;0;1;0
1030;6;6;0;Bom Fim;Cidade Baixa;0;0;0;0;0;0;0;0
1031;6;6;0;Bom Fim;Farroupilha;0;0;0;0;0;0;0;0
1032;6;6;0;Bom Fim;Floresta;0;0;0;0;0;0;0;0
1033;6;6;0;Bom Fim;Independência;1;0;1;0;0;0;1;0
1034;6;6;0;Bom Fim;Menino Deus;0;0;0;0;0;0;0;0
1035;6;6;0;Bom Fim;Moinhos de Vento;0;0;0;0;0;0;0;0
1036;6;6;0;Bom Fim;Praia de Belas;0;0;0;0;0;0;0;0
1037;6;6;0;Bom Fim;Rio Branco;2;0;1;1;0;0;0;2
1038;6;6;0;Bom Fim;Santa Cecília;0;0;0;0;0;0;0;0
1039;6;6;0;Bom Fim;Santana;0;0;0;0;0;0;0;0
1040;6;6;0;Centro;Azenha;0;0;0;0;0;0;0;0
1041;6;6;0;Centro;Bom Fim;0;0;0;0;0;0;0;0
1042;6;6;0;Centro;Centro;20;0;5;12;3;7;3;10
1043;6;6;0;Centro;Cidade Baixa;0;0;0;0;0;0;0;0
1044;6;6;0;Centro;Farroupilha;0;0;0;0;0;0;0;0
1045;6;6;0;Centro;Floresta;0;0;0;0;0;0;0;0
1046;6;6;0;Centro;Independência;0;0;0;0;0;0;0;0
1047;6;6;0;Centro;Menino Deus;0;0;0;0;0;0;0;0
1048;6;6;0;Centro;Moinhos de Vento;0;0;0;0;0;0;0;0
1049;6;6;0;Centro;Praia de Belas;0;0;0;0;0;0;0;0
1050;6;6;0;Centro;Rio Branco;0;0;0;0;0;0;0;0
1051;6;6;0;Centro;Santa Cecília;0;0;0;0;0;0;0;0
1052;6;6;0;Centro;Santana;0;0;0;0;0;0;0;0
1053;6;6;0;Cidade Baixa;Azenha;0;0;0;0;0;0;0;0
1054;6;6;0;Cidade Baixa;Bom Fim;0;0;0;0;0;0;0;0
1055;6;6;0;Cidade Baixa;Centro;2;0;1;1;0;0;0;2
1056;6;6;0;Cidade Baixa;Cidade Baixa;10;0;2;5;3;7;1;2
1057;6;6;0;Cidade Baixa;Farroupilha;0;0;0;0;0;0;0;0
1058;6;6;0;Cidade Baixa;Floresta;0;0;0;0;0;0;0;0
1059;6;6;0;Cidade Baixa;Independência;0;0;0;0;0;0;0;0
1060;6;6;0;Cidade Baixa;Menino Deus;1;0;0;0;1;0;0;1
1061;6;6;0;Cidade Baixa;Moinhos de Vento;0;0;0;0;0;0;0;0
1062;6;6;0;Cidade Baixa;Praia de Belas;0;0;0;0;0;0;0;0
1063;6;6;0;Cidade Baixa;Rio Branco;0;0;0;0;0;0;0;0
1064;6;6;0;Cidade Baixa;Santa Cecília;0;0;0;0;0;0;0;0
1065;6;6;0;Cidade Baixa;Santana;0;0;0;0;0;0;0;0
1066;6;6;0;Farroupilha;Azenha;0;0;0;0;0;0;0;0
1067;6;6;0;Farroupilha;Bom Fim;2;0;0;1;1;0;1;1
1068;6;6;0;Farroupilha;Centro;1;0;0;1;0;1;0;0
1069;6;6;0;Farroupilha;Cidade Baixa;1;0;0;0;1;0;0;1
1070;6;6;0;Farroupilha;Farroupilha;1;0;0;1;0;1;0;0
1071;6;6;0;Farroupilha;Floresta;0;0;0;0;0;0;0;0
1072;6;6;0;Farroupilha;Independência;0;0;0;0;0;0;0;0
1073;6;6;0;Farroupilha;Menino Deus;1;0;0;1;0;0;1;0
1074;6;6;0;Farroupilha;Moinhos de Vento;0;0;0;0;0;0;0;0
1075;6;6;0;Farroupilha;Praia de Belas;0;0;0;0;0;0;0;0
1076;6;6;0;Farroupilha;Rio Branco;0;0;0;0;0;0;0;0
1077;6;6;0;Farroupilha;Santa Cecília;0;0;0;0;0;0;0;0
1078;6;6;0;Farroupilha;Santana;1;0;1;0;0;0;0;1
1079;6;6;0;Floresta;Azenha;0;0;0;0;0;0;0;0
1080;6;6;0;Floresta;Bom Fim;0;0;0;0;0;0;0;0
1081;6;6;0;Floresta;Centro;1;0;0;1;0;0;0;1
1082;6;6;0;Floresta;Cidade Baixa;0;0;0;0;0;0;0;0
1083;6;6;0;Floresta;Farroupilha;0;0;0;0;0;0;0;0
1084;6;6;0;Floresta;Floresta;8;0;1;5;2;2;1;5
1085;6;6;0;Floresta;Independência;1;0;0;1;0;0;0;1
1086;6;6;0;Floresta;Menino Deus;0;0;0;0;0;0;0;0
1087;6;6;0;Floresta;Moinhos de Vento;1;0;0;1;0;0;0;1
1088;6;6;0;Floresta;Praia de Belas;0;0;0;0;0;0;0;0
1089;6;6;0;Floresta;Rio Branco;0;0;0;0;0;0;0;0
1090;6;6;0;Floresta;Santa Cecília;0;0;0;0;0;0;0;0
1091;6;6;0;Floresta;Santana;0;0;0;0;0;0;0;0
1092;6;6;0;Independência;Azenha;0;0;0;0;0;0;0;0
1093;6;6;0;Independência;Bom Fim;2;0;0;2;0;1;0;1
1094;6;6;0;Independência;Centro;1;0;1;0;0;0;1;0
1095;6;6;0;Independência;Cidade Baixa;0;0;0;0;0;0;0;0
1096;6;6;0;Independência;Farroupilha;0;0;0;0;0;0;0;0
1097;6;6;0;Independência;Floresta;2;0;1;1;0;1;0;1
1098;6;6;0;Independência;Independência;6;0;0;4;2;1;0;5
1099;6;6;0;Independência;Menino Deus;0;0;0;0;0;0;0;0
1100;6;6;0;Independência;Moinhos de Vento;0;0;0;0;0;0;0;0
1101;6;6;0;Independência;Praia de Belas;0;0;0;0;0;0;0;0
1102;6;6;0;Independência;Rio Branco;1;0;0;1;0;0;0;1
1103;6;6;0;Independência;Santa Cecília;0;0;0;0;0;0;0;0
1104;6;6;0;Independência;Santana;0;0;0;0;0;0;0;0
1105;6;6;0;Menino Deus;Azenha;2;0;0;1;1;0;1;1
1106;6;6;0;Menino Deus;Bom Fim;0;0;0;0;0;0;0;0
1107;6;6;0;Menino Deus;Centro;1;0;0;1;0;0;0;1
1108;6;6;0;Menino Deus;Cidade Baixa;0;0;0;0;0;0;0;0
1109;6;6;0;Menino Deus;Farroupilha;0;0;0;0;0;0;0;0
1110;6;6;0;Menino Deus;Floresta;0;0;0;0;0;0;0;0
1111;6;6;0;Menino Deus;Independência;0;0;0;0;0;0;0;0
1112;6;6;0;Menino Deus;Menino Deus;21;0;6;14;1;5;9;7
1113;6;6;0;Menino Deus;Moinhos de Vento;0;0;0;0;0;0;0;0
1114;6;6;0;Menino Deus;Praia de Belas;1;0;1;0;0;0;0;1
1115;6;6;0;Menino Deus;Rio Branco;0;0;0;0;0;0;0;0
1116;6;6;0;Menino Deus;Santa Cecília;0;0;0;0;0;0;0;0
1117;6;6;0;Menino Deus;Santana;0;0;0;0;0;0;0;0
1118;6;6;0;Moinhos de Vento;Azenha;0;0;0;0;0;0;0;0
1119;6;6;0;Moinhos de Vento;Bom Fim;0;0;0;0;0;0;0;0
1120;6;6;0;Moinhos de Vento;Centro;1;0;1;0;0;0;1;0
1121;6;6;0;Moinhos de Vento;Cidade Baixa;0;0;0;0;0;0;0;0
1122;6;6;0;Moinhos de Vento;Farroupilha;0;0;0;0;0;0;0;0
1123;6;6;0;Moinhos de Vento;Floresta;0;0;0;0;0;0;0;0
1124;6;6;0;Moinhos de Vento;Independência;0;0;0;0;0;0;0;0
1125;6;6;0;Moinhos de Vento;Menino Deus;0;0;0;0;0;0;0;0
1126;6;6;0;Moinhos de Vento;Moinhos de Vento;10;0;1;6;3;2;2;6
1127;6;6;0;Moinhos de Vento;Praia de Belas;0;0;0;0;0;0;0;0
1128;6;6;0;Moinhos de Vento;Rio Branco;1;0;1;0;0;0;0;1
1129;6;6;0;Moinhos de Vento;Santa Cecília;0;0;0;0;0;0;0;0
1130;6;6;0;Moinhos de Vento;Santana;0;0;0;0;0;0;0;0
1131;6;6;0;Praia de Belas;Azenha;0;0;0;0;0;0;0;0
1132;6;6;0;Praia de Belas;Bom Fim;0;0;0;0;0;0;0;0
1133;6;6;0;Praia de Belas;Centro;1;0;1;0;0;0;0;1
1134;6;6;0;Praia de Belas;Cidade Baixa;1;0;1;0;0;0;1;0
1135;6;6;0;Praia de Belas;Farroupilha;0;0;0;0;0;0;0;0
1136;6;6;0;Praia de Belas;Floresta;0;0;0;0;0;0;0;0
1137;6;6;0;Praia de Belas;Independência;0;0;0;0;0;0;0;0
1138;6;6;0;Praia de Belas;Menino Deus;2;0;0;1;1;0;1;1
1139;6;6;0;Praia de Belas;Moinhos de Vento;0;0;0;0;0;0;0;0
1140;6;6;0;Praia de Belas;Praia de Belas;1;0;0;1;0;0;1;0
1141;6;6;0;Praia de Belas;Rio Branco;0;0;0;0;0;0;0;0
1142;6;6;0;Praia de Belas;Santa Cecília;0;0;0;0;0;0;0;0
1143;6;6;0;Praia de Belas;Santana;0;0;0;0;0;0;0;0
1144;6;6;0;Rio Branco;Azenha;0;0;0;0;0;0;0;0
1145;6;6;0;Rio Branco;Bom Fim;0;0;0;0;0;0;0;0
1146;6;6;0;Rio Branco;Centro;1;0;0;1;0;0;1;0
1147;6;6;0;Rio Branco;Cidade Baixa;0;0;0;0;0;0;0;0
1148;6;6;0;Rio Branco;Farroupilha;0;0;0;0;0;0;0;0
1149;6;6;0;Rio Branco;Floresta;0;0;0;0;0;0;0;0
1150;6;6;0;Rio Branco;Independência;0;0;0;0;0;0;0;0
1151;6;6;0;Rio Branco;Menino Deus;0;0;0;0;0;0;0;0
1152;6;6;0;Rio Branco;Moinhos de Vento;0;0;0;0;0;0;0;0
1153;6;6;0;Rio Branco;Praia de Belas;0;0;0;0;0;0;0;0
1154;6;6;0;Rio Branco;Rio Branco;12;0;2;6;4;2;3;7
1155;6;6;0;Rio Branco;Santa Cecília;0;0;0;0;0;0;0;0
1156;6;6;0;Rio Branco;Santana;0;0;0;0;0;0;0;0
1157;6;6;0;Santa Cecília;Azenha;0;0;0;0;0;0;0;0
1158;6;6;0;Santa Cecília;Bom Fim;0;0;0;0;0;0;0;0
1159;6;6;0;Santa Cecília;Centro;0;0;0;0;0;0;0;0
1160;6;6;0;Santa Cecília;Cidade Baixa;0;0;0;0;0;0;0;0
1161;6;6;0;Santa Cecília;Farroupilha;0;0;0;0;0;0;0;0
1162;6;6;0;Santa Cecília;Floresta;0;0;0;0;0;0;0;0
1163;6;6;0;Santa Cecília;Independência;0;0;0;0;0;0;0;0
1164;6;6;0;Santa Cecília;Menino Deus;1;0;0;1;0;0;0;1
1165;6;6;0;Santa Cecília;Moinhos de Vento;0;0;0;0;0;0;0;0
1166;6;6;0;Santa Cecília;Praia de Belas;0;0;0;0;0;0;0;0
1167;6;6;0;Santa Cecília;Rio Branco;1;0;0;1;0;0;0;1
1168;6;6;0;Santa Cecília;Santa Cecília;4;0;1;3;0;1;1;2
1169;6;6;0;Santa Cecília;Santana;2;0;0;1;1;1;1;0
1170;6;6;0;Santana;Azenha;0;0;0;0;0;0;0;0
1171;6;6;0;Santana;Bom Fim;0;0;0;0;0;0;0;0
1172;6;6;0;Santana;Centro;0;0;0;0;0;0;0;0
1173;6;6;0;Santana;Cidade Baixa;0;0;0;0;0;0;0;0
1174;6;6;0;Santana;Farroupilha;0;0;0;0;0;0;0;0
1175;6;6;0;Santana;Floresta;0;0;0;0;0;0;0;0
1176;6;6;0;Santana;Independência;0;0;0;0;0;0;0;0
1177;6;6;0;Santana;Menino Deus;1;0;1;0;0;0;0;1
1178;6;6;0;Santana;Moinhos de Vento;0;0;0;0;0;0;0;0
1179;6;6;0;Santana;Praia de Belas;0;0;0;0;0;0;0;0
1180;6;6;0;Santana;Rio Branco;0;0;0;0;0;0;0;0
1181;6;6;0;Santana;Santa Cecília;1;0;0;0;1;1;0;0
1182;6;6;0;Santana;Santana;15;0;4;5;6;3;0;12
1183;7;7;0;Azenha;Azenha;16;0;3;11;2;8;1;7
1184;7;7;0;Azenha;Bom Fim;0;0;0;0;0;0;0;0
1185;7;7;0;Azenha;Centro;2;0;1;1;0;0;1;1
1186;7;7;0;Azenha;Cidade Baixa;1;0;0;1;0;0;0;1
1187;7;7;0;Azenha;Farroupilha;0;0;0;0;0;0;0;0
1188;7;7;0;Azenha;Floresta;0;0;0;0;0;0;0;0
1189;7;7;0;Azenha;Independência;0;0;0;0;0;0;0;0
1190;7;7;0;Azenha;Menino Deus;4;0;1;2;1;1;2;1
1191;7;7;0;Azenha;Moinhos de Vento;0;0;0;0;0;0;0;0
1192;7;7;0;Azenha;Praia de Belas;0;0;0;0;0;0;0;0
1193;7;7;0;Azenha;Rio Branco;0;0;0;0;0;0;0;0
1194;7;7;0;Azenha;Santa Cecília;0;0;0;0;0;0;0;0
1195;7;7;0;Azenha;Santana;2;0;0;2;0;1;1;0
1196;7;7;0;Bom Fim;Azenha;0;0;0;0;0;0;0;0
1197;7;7;0;Bom Fim;Bom Fim;11;0;1;6;4;4;2;5
1198;7;7;0;Bom Fim;Centro;3;0;0;2;1;0;1;2
1199;7;7;0;Bom Fim;Cidade Baixa;1;0;0;1;0;0;1;0
1200;7;7;0;Bom Fim;Farroupilha;0;0;0;0;0;0;0;0
1201;7;7;0;Bom Fim;Floresta;1;0;0;1;0;0;1;0
1202;7;7;0;Bom Fim;Independência;2;0;1;1;0;0;0;2
1203;7;7;0;Bom Fim;Menino Deus;1;0;0;1;0;0;0;1
1204;7;7;0;Bom Fim;Moinhos de Vento;1;0;0;0;1;0;1;0
1205;7;7;0;Bom Fim;Praia de Belas;0;0;0;0;0;0;0;0
1206;7;7;0;Bom Fim;Rio Branco;2;0;0;2;0;0;1;1
1207;7;7;0;Bom Fim;Santa Cecília;0;0;0;0;0;0;0;0
1208;7;7;0;Bom Fim;Santana;1;0;0;0;1;0;0;1
1209;7;7;0;Centro;Azenha;0;0;0;0;0;0;0;0
1210;7;7;0;Centro;Bom Fim;0;0;0;0;0;0;0;0
1211;7;7;0;Centro;Centro;40;0;13;18;9;13;11;16
1212;7;7;0;Centro;Cidade Baixa;1;0;1;0;0;0;0;1
1213;7;7;0;Centro;Farroupilha;0;0;0;0;0;0;0;0
1214;7;7;0;Centro;Floresta;0;0;0;0;0;0;0;0
1215;7;7;0;Centro;Independência;0;0;0;0;0;0;0;0
1216;7;7;0;Centro;Menino Deus;1;0;0;1;0;1;0;0
1217;7;7;0;Centro;Moinhos de Vento;0;0;0;0;0;0;0;0
1218;7;7;0;Centro;Praia de Belas;0;0;0;0;0;0;0;0
1219;7;7;0;Centro;Rio Branco;0;0;0;0;0;0;0;0
1220;7;7;0;Centro;Santa Cecília;0;0;0;0;0;0;0;0
1221;7;7;0;Centro;Santana;0;0;0;0;0;0;0;0
1222;7;7;0;Cidade Baixa;Azenha;1;0;0;1;0;0;0;1
1223;7;7;0;Cidade Baixa;Bom Fim;0;0;0;0;0;0;0;0
1224;7;7;0;Cidade Baixa;Centro;5;0;0;4;1;3;1;1
1225;7;7;0;Cidade Baixa;Cidade Baixa;16;0;3;9;4;6;3;7
1226;7;7;0;Cidade Baixa;Farroupilha;0;0;0;0;0;0;0;0
1227;7;7;0;Cidade Baixa;Floresta;0;0;0;0;0;0;0;0
1228;7;7;0;Cidade Baixa;Independência;0;0;0;0;0;0;0;0
1229;7;7;0;Cidade Baixa;Menino Deus;2;0;0;2;0;0;2;0
1230;7;7;0;Cidade Baixa;Moinhos de Vento;0;0;0;0;0;0;0;0
1231;7;7;0;Cidade Baixa;Praia de Belas;0;0;0;0;0;0;0;0
1232;7;7;0;Cidade Baixa;Rio Branco;0;0;0;0;0;0;0;0
1233;7;7;0;Cidade Baixa;Santa Cecília;0;0;0;0;0;0;0;0
1234;7;7;0;Cidade Baixa;Santana;1;0;0;0;1;0;0;1
1235;7;7;0;Farroupilha;Azenha;1;0;1;0;0;0;0;1
1236;7;7;0;Farroupilha;Bom Fim;2;0;0;2;0;1;1;0
1237;7;7;0;Farroupilha;Centro;3;0;2;0;1;1;1;1
1238;7;7;0;Farroupilha;Cidade Baixa;2;0;1;0;1;1;1;0
1239;7;7;0;Farroupilha;Farroupilha;1;0;0;1;0;1;0;0
1240;7;7;0;Farroupilha;Floresta;0;0;0;0;0;0;0;0
1241;7;7;0;Farroupilha;Independência;0;0;0;0;0;0;0;0
1242;7;7;0;Farroupilha;Menino Deus;1;0;0;1;0;1;0;0
1243;7;7;0;Farroupilha;Moinhos de Vento;0;0;0;0;0;0;0;0
1244;7;7;0;Farroupilha;Praia de Belas;0;0;0;0;0;0;0;0
1245;7;7;0;Farroupilha;Rio Branco;1;0;0;1;0;1;0;0
1246;7;7;0;Farroupilha;Santa Cecília;0;0;0;0;0;0;0;0
1247;7;7;0;Farroupilha;Santana;1;0;0;1;0;0;0;1
1248;7;7;0;Floresta;Azenha;0;0;0;0;0;0;0;0
1249;7;7;0;Floresta;Bom Fim;0;0;0;0;0;0;0;0
1250;7;7;0;Floresta;Centro;3;0;0;1;2;2;0;1
1251;7;7;0;Floresta;Cidade Baixa;0;0;0;0;0;0;0;0
1252;7;7;0;Floresta;Farroupilha;0;0;0;0;0;0;0;0
1253;7;7;0;Floresta;Floresta;15;0;2;9;4;4;7;4
1254;7;7;0;Floresta;Independência;1;0;0;0;1;0;1;0
1255;7;7;0;Floresta;Menino Deus;0;0;0;0;0;0;0;0
1256;7;7;0;Floresta;Moinhos de Vento;1;0;0;0;1;1;0;0
1257;7;7;0;Floresta;Praia de Belas;0;0;0;0;0;0;0;0
1258;7;7;0;Floresta;Rio Branco;1;0;1;0;0;0;1;0
1259;7;7;0;Floresta;Santa Cecília;0;0;0;0;0;0;0;0
1260;7;7;0;Floresta;Santana;0;0;0;0;0;0;0;0
1261;7;7;0;Independência;Azenha;0;0;0;0;0;0;0;0
1262;7;7;0;Independência;Bom Fim;2;0;0;2;0;0;0;2
1263;7;7;0;Independência;Centro;3;0;1;2;0;0;1;2
1264;7;7;0;Independência;Cidade Baixa;1;0;1;0;0;1;0;0
1265;7;7;0;Independência;Farroupilha;0;0;0;0;0;0;0;0
1266;7;7;0;Independência;Floresta;2;0;1;1;0;0;1;1
1267;7;7;0;Independência;Independência;8;0;2;6;0;3;2;3
1268;7;7;0;Independência;Menino Deus;1;0;0;1;0;0;0;1
1269;7;7;0;Independência;Moinhos de Vento;1;0;0;1;0;0;0;1
1270;7;7;0;Independência;Praia de Belas;0;0;0;0;0;0;0;0
1271;7;7;0;Independência;Rio Branco;2;0;1;0;1;1;0;1
1272;7;7;0;Independência;Santa Cecília;0;0;0;0;0;0;0;0
1273;7;7;0;Independência;Santana;0;0;0;0;0;0;0;0
1274;7;7;0;Menino Deus;Azenha;2;0;0;0;2;0;1;1
1275;7;7;0;Menino Deus;Bom Fim;0;0;0;0;0;0;0;0
1276;7;7;0;Menino Deus;Centro;2;0;1;1;0;0;1;1
1277;7;7;0;Menino Deus;Cidade Baixa;1;0;0;1;0;0;1;0
1278;7;7;0;Menino Deus;Farroupilha;0;0;0;0;0;0;0;0
1279;7;7;0;Menino Deus;Floresta;0;0;0;0;0;0;0;0
1280;7;7;0;Menino Deus;Independência;0;0;0;0;0;0;0;0
1281;7;7;0;Menino Deus;Menino Deus;27;0;3;19;5;13;5;9
1282;7;7;0;Menino Deus;Moinhos de Vento;0;0;0;0;0;0;0;0
1283;7;7;0;Menino Deus;Praia de Belas;0;0;0;0;0;0;0;0
1284;7;7;0;Menino Deus;Rio Branco;0;0;0;0;0;0;0;0
1285;7;7;0;Menino Deus;Santa Cecília;0;0;0;0;0;0;0;0
1286;7;7;0;Menino Deus;Santana;1;0;0;1;0;1;0;0
1287;7;7;0;Moinhos de Vento;Azenha;0;0;0;0;0;0;0;0
1288;7;7;0;Moinhos de Vento;Bom Fim;0;0;0;0;0;0;0;0
1289;7;7;0;Moinhos de Vento;Centro;2;0;0;2;0;2;0;0
1290;7;7;0;Moinhos de Vento;Cidade Baixa;0;0;0;0;0;0;0;0
1291;7;7;0;Moinhos de Vento;Farroupilha;0;0;0;0;0;0;0;0
1292;7;7;0;Moinhos de Vento;Floresta;1;0;1;0;0;0;0;1
1293;7;7;0;Moinhos de Vento;Independência;0;0;0;0;0;0;0;0
1294;7;7;0;Moinhos de Vento;Menino Deus;0;0;0;0;0;0;0;0
1295;7;7;0;Moinhos de Vento;Moinhos de Vento;14;0;4;7;3;5;0;9
1296;7;7;0;Moinhos de Vento;Praia de Belas;0;0;0;0;0;0;0;0
1297;7;7;0;Moinhos de Vento;Rio Branco;2;0;0;1;1;0;2;0
1298;7;7;0;Moinhos de Vento;Santa Cecília;0;0;0;0;0;0;0;0
1299;7;7;0;Moinhos de Vento;Santana;0;0;0;0;0;0;0;0
1300;7;7;0;Praia de Belas;Azenha;1;0;1;0;0;0;0;1
1301;7;7;0;Praia de Belas;Bom Fim;0;0;0;0;0;0;0;0
1302;7;7;0;Praia de Belas;Centro;3;0;1;2;0;1;0;2
1303;7;7;0;Praia de Belas;Cidade Baixa;1;0;0;1;0;0;0;1
1304;7;7;0;Praia de Belas;Farroupilha;0;0;0;0;0;0;0;0
1305;7;7;0;Praia de Belas;Floresta;0;0;0;0;0;0;0;0
1306;7;7;0;Praia de Belas;Independência;0;0;0;0;0;0;0;0
1307;7;7;0;Praia de Belas;Menino Deus;3;0;0;2;1;0;1;2
1308;7;7;0;Praia de Belas;Moinhos de Vento;0;0;0;0;0;0;0;0
1309;7;7;0;Praia de Belas;Praia de Belas;3;0;1;1;1;2;0;1
1310;7;7;0;Praia de Belas;Rio Branco;0;0;0;0;0;0;0;0
1311;7;7;0;Praia de Belas;Santa Cecília;0;0;0;0;0;0;0;0
1312;7;7;0;Praia de Belas;Santana;0;0;0;0;0;0;0;0
1313;7;7;0;Rio Branco;Azenha;0;0;0;0;0;0;0;0
1314;7;7;0;Rio Branco;Bom Fim;2;0;1;0;1;0;2;0
1315;7;7;0;Rio Branco;Centro;2;0;0;2;0;1;0;1
1316;7;7;0;Rio Branco;Cidade Baixa;0;0;0;0;0;0;0;0
1317;7;7;0;Rio Branco;Farroupilha;0;0;0;0;0;0;0;0
1318;7;7;0;Rio Branco;Floresta;0;0;0;0;0;0;0;0
1319;7;7;0;Rio Branco;Independência;0;0;0;0;0;0;0;0
1320;7;7;0;Rio Branco;Menino Deus;1;0;0;1;0;0;0;1
1321;7;7;0;Rio Branco;Moinhos de Vento;1;0;0;1;0;1;0;0
1322;7;7;0;Rio Branco;Praia de Belas;0;0;0;0;0;0;0;0
1323;7;7;0;Rio Branco;Rio Branco;19;0;3;13;3;3;4;12
1324;7;7;0;Rio Branco;Santa Cecília;1;0;0;1;0;0;0;1
1325;7;7;0;Rio Branco;Santana;1;0;0;1;0;0;0;1
1326;7;7;0;Santa Cecília;Azenha;1;0;0;0;1;1;0;0
1327;7;7;0;Santa Cecília;Bom Fim;0;0;0;0;0;0;0;0
1328;7;7;0;Santa Cecília;Centro;2;0;0;1;1;0;0;2
1329;7;7;0;Santa Cecília;Cidade Baixa;0;0;0;0;0;0;0;0
1330;7;7;0;Santa Cecília;Farroupilha;0;0;0;0;0;0;0;0
1331;7;7;0;Santa Cecília;Floresta;0;0;0;0;0;0;0;0
1332;7;7;0;Santa Cecília;Independência;0;0;0;0;0;0;0;0
1333;7;7;0;Santa Cecília;Menino Deus;1;0;1;0;0;0;0;1
1334;7;7;0;Santa Cecília;Moinhos de Vento;0;0;0;0;0;0;0;0
1335;7;7;0;Santa Cecília;Praia de Belas;0;0;0;0;0;0;0;0
1336;7;7;0;Santa Cecília;Rio Branco;2;0;1;1;0;2;0;0
